AwayGoals,AwayPos,aShots,aOnt,aOft,aBlock,aPass,aClear,aCorners,aOff,aTackles,aAerial,aSaves,aFouls,aFoulsW,aYellow,aRed
1,63,17,5,4,8,82.9,0,7,1,80,51.1,2,9,8,2,0
1,61.3,9,3,5,1,79.9,3,3,4,61.5,57.1,3,5,7,1,1
0,47.6,8,3,3,2,86.3,0,3,1,58.3,50,4,9,6,1,0
0,37.5,5,3,0,2,81,0,1,8,33.3,50,5,12,15,0,0
0,39.3,7,1,2,4,72.2,1,2,3,66.7,33.3,5,19,6,2,1
0,55.2,8,0,4,4,84.8,1,2,2,62.5,79.2,2,17,13,4,0
1,44.2,9,3,6,0,71.1,0,5,2,54.5,68.2,4,5,12,1,0
2,69.1,16,5,5,6,86.4,2,2,0,66.7,52.8,1,6,9,1,0
2,67.4,16,5,7,4,91.6,1,9,1,50,52.6,1,12,9,2,0
2,35.5,9,5,3,1,67.4,0,2,3,43.8,39.7,6,13,12,3,0
1,30.1,5,2,2,1,69.1,1,2,4,52.9,39.5,4,9,6,4,0
0,40.3,4,2,2,0,74.4,0,6,1,62.5,40.7,4,13,13,1,0
1,34.3,6,1,4,1,79.4,0,5,1,65.2,45,4,10,15,4,0
0,43.6,14,3,7,4,71.6,0,8,2,45.5,54.5,2,12,12,2,0
1,38,14,5,5,4,75.1,1,3,2,57.7,44.2,2,8,10,1,0
2,52.1,13,6,2,5,73,1,0,0,47.6,53.5,2,23,13,4,0
4,57.6,21,8,5,8,83.2,2,6,0,50,39,2,13,7,2,0
2,35.7,9,5,1,3,76.6,1,6,1,42.9,40,8,11,8,0,0
1,59.4,12,5,3,4,76.4,0,2,4,83.3,45.9,2,10,7,1,0
2,41.6,9,6,2,1,77.8,2,3,5,50,50,1,5,7,2,0
2,32.4,8,3,4,1,72.4,1,1,5,61.9,51.9,3,11,11,3,0
3,79.2,19,6,6,7,90.3,2,2,4,33.3,44.7,1,12,13,2,0
1,61.3,12,1,6,5,75.5,2,8,0,66.7,62.5,3,6,16,2,0
3,41.8,10,4,2,4,80.5,2,2,1,70.6,43.3,0,14,12,3,0
2,45.6,10,6,3,1,73.9,1,2,1,50,50,4,7,13,1,0
0,62.3,7,4,2,1,85.2,1,4,0,53.3,57.7,3,4,10,1,0
5,63.2,19,8,5,6,89.1,5,3,0,63.6,39.1,3,8,10,0,0
0,38.2,3,1,1,1,78.7,1,0,0,41.7,37.5,7,16,13,2,1
1,25,6,2,3,1,64.5,0,7,3,61.1,52.9,2,9,13,4,0
5,49.9,20,8,7,5,73.7,6,5,0,54.5,52,2,13,8,3,0
1,37,8,4,2,2,66.2,0,3,1,43.8,50,3,14,15,3,0
2,38.7,9,5,3,1,60.9,1,2,1,50,67.4,2,11,10,3,0
4,52.3,23,14,3,6,86.7,4,6,1,42.9,26.3,4,6,9,3,0
1,46.2,10,4,3,3,79.1,2,4,0,57.1,59.3,6,10,16,5,0
2,46.4,9,6,3,0,84.6,0,4,3,72.7,71.4,4,4,7,1,0
1,61,16,4,4,8,83.9,1,9,2,61.5,39.4,2,3,3,2,0
3,64.5,14,4,3,7,88.1,2,9,1,51.9,34.3,0,4,13,1,0
5,76.2,19,8,6,5,87.1,4,9,2,44.4,34.5,2,10,4,0,0
3,51.7,9,4,3,2,80,3,7,2,57.1,46.2,3,17,8,3,0
2,51.2,18,6,9,3,86.1,1,3,3,57.1,42.1,7,17,5,3,0
0,29.4,7,2,4,1,71.7,2,2,3,76.5,60.7,4,5,10,0,0
0,64.9,11,3,4,4,84,1,4,0,63.2,60,2,14,5,5,0
0,54.7,3,0,2,1,76.8,0,1,2,66.7,41.2,3,14,15,3,0
1,56.1,5,1,3,1,84.8,0,5,4,35,32.7,6,8,13,1,0
2,40,9,5,2,2,68.6,1,3,1,40,44.1,2,11,15,3,0
1,43.7,14,3,5,6,71.1,1,8,1,57.1,51.2,6,14,11,1,0
2,40.1,13,6,3,4,64.3,0,6,1,80,50,4,13,16,3,0
2,51.5,12,3,4,5,83.7,1,4,5,81.8,50,1,12,10,3,0
1,28.2,12,2,6,4,68.3,1,1,2,65,58.1,5,9,10,1,0
0,43.9,10,2,2,6,73,1,5,1,75,35.7,5,3,13,2,0
1,38.4,6,2,3,1,75,1,2,0,37.5,22.2,6,13,11,3,1
0,33.1,5,1,2,2,64.9,0,3,0,50,56,2,16,9,3,0
1,48.1,8,2,3,3,79.6,0,4,1,64.3,56,1,5,15,2,0
0,41.8,8,2,5,1,75.5,0,5,1,62.5,30.4,2,5,8,1,0
1,53.1,8,4,2,2,82.5,2,5,0,65.5,68.2,2,10,11,5,0
1,43,5,3,0,2,73.9,2,5,1,50,51.7,6,8,11,0,0
1,53.4,10,4,5,1,85.2,2,4,4,78.6,42.3,4,13,12,1,0
1,59.1,15,4,5,6,88.1,2,13,4,56.3,33.3,0,10,12,2,0
1,40.4,7,3,3,1,69,2,5,3,33.3,36.7,4,13,9,2,0
0,53.2,10,2,5,3,83.4,1,4,0,41.7,63.6,2,9,11,3,0
2,46.5,20,7,9,4,78.4,2,7,0,60,50,4,6,10,2,0
2,32.9,9,3,4,2,67.5,0,4,4,38.5,47.4,2,8,10,4,0
1,47.8,20,6,8,6,76.4,3,6,1,54.5,58.5,3,12,17,3,0
3,67.3,16,6,6,4,82.9,4,11,4,63.6,47.9,0,7,8,1,0
1,62.9,14,3,5,6,85.8,1,9,2,52.9,37.9,3,10,7,1,0
2,60.1,17,10,4,3,90.1,2,11,0,64.3,42.9,3,8,5,0,0
3,53,20,10,3,7,87,3,11,1,53.3,60,2,15,4,1,0
2,38.1,9,3,5,1,74.7,1,2,2,60,53.8,0,7,10,2,1
1,55,13,3,4,6,80.3,0,3,2,44.4,43.1,3,8,9,1,0
0,40.1,13,2,5,6,76.2,2,5,3,62.5,25,7,11,16,1,0
0,36.1,10,2,2,6,74.9,0,5,0,52.4,40.5,1,12,5,2,0
3,51.3,12,8,3,1,79,5,8,0,54.5,45.5,4,14,9,1,0
0,44.4,11,1,5,5,73.5,1,4,2,45.5,40,1,10,7,1,0
1,64.6,22,9,9,4,85,0,5,1,47.4,39.1,6,11,9,2,0
1,48.3,11,6,3,2,68,3,6,2,70,45.8,3,6,3,1,0
3,55.9,30,9,6,15,86.6,5,11,4,62.5,53.3,4,8,9,1,0
0,37.7,2,1,1,0,73.6,0,2,0,62.5,60,1,15,13,1,1
0,48.1,10,1,3,6,78.4,0,4,0,65,45.7,5,11,9,2,0
1,58.7,4,2,1,1,79.8,0,6,2,68.8,42.3,1,12,9,2,0
1,60.5,25,8,7,10,89.9,2,8,4,50,40,2,11,4,2,0
1,35.9,12,3,6,3,81.9,1,3,3,58.8,46.2,2,2,9,0,0
0,58.2,13,3,3,7,86.5,0,4,2,35.7,48.5,2,12,10,1,1
2,56,14,5,6,3,88.2,4,8,2,68.4,29.4,2,13,13,3,0
0,43.2,18,6,3,9,78.5,1,11,1,75,46.7,1,11,11,4,0
1,64.1,12,2,5,5,81.8,1,5,2,58.8,36,2,9,12,3,0
0,42.4,9,2,4,3,81.6,0,3,1,68.8,43.5,7,14,8,3,0
1,55.9,10,3,5,2,86.6,1,7,4,62.5,42.3,5,9,7,4,0
0,19.6,1,0,1,0,67.6,0,0,3,66.7,40.9,5,7,5,2,1
1,53.5,9,2,2,5,76.8,2,2,2,75,48.8,4,14,14,3,0
2,34.4,14,5,4,5,77.1,0,5,0,58.8,52.9,3,9,7,2,0
2,63.7,22,6,7,9,85.9,2,4,0,66.7,46.7,2,6,10,3,0
2,55.7,9,3,5,1,77.3,1,9,2,70.6,51.9,3,9,7,1,0
2,54.3,9,2,3,4,82.3,2,3,2,61.5,65.9,2,7,10,0,0
1,34.3,6,3,1,2,72.4,0,3,2,46.2,38.2,6,4,12,2,1
1,48.6,5,1,2,2,84.1,0,0,0,53.8,32.3,3,8,8,1,1
1,63.6,15,4,7,4,79.8,2,7,2,52.6,59.3,3,10,12,3,0
1,42.2,8,6,0,2,79.8,1,4,0,33.3,41.4,6,7,9,4,0
2,65,22,5,6,11,88.9,5,8,0,45.5,62.1,3,4,10,0,0
0,33.5,9,3,5,1,66.2,2,4,7,50,50,6,12,6,0,0
0,52.7,9,1,7,1,77.2,1,4,2,50,51.4,0,18,8,4,0
0,47.3,14,3,7,4,70.7,0,5,2,33.3,44.7,2,9,10,1,0
2,30,17,8,5,4,66.4,1,5,0,62.5,51.5,2,13,6,4,0
0,33.1,1,0,1,0,84.8,0,1,3,61.1,25,0,7,13,0,0
0,43.1,10,1,5,4,82.8,0,2,1,46.2,51.4,1,6,11,0,0
4,53.6,18,9,4,5,85.6,4,6,2,60.9,62.5,1,3,4,0,0
0,65.6,18,4,9,5,85.6,2,11,1,68.8,57.6,1,8,11,1,0
1,51.4,10,3,6,1,78.3,2,4,3,56.5,45,3,9,10,2,0
2,64.1,14,8,4,2,81.9,3,6,0,56.3,43.5,2,7,10,1,0
0,38.3,4,1,2,1,85.8,0,2,1,63.6,68.2,3,11,14,0,0
1,51.9,6,3,1,2,69.2,1,8,0,57.1,43.2,3,15,11,0,0
0,43.7,17,3,7,7,82.6,1,4,4,50,54.5,4,10,6,2,0
2,62.1,11,2,6,3,85.6,0,4,2,84.6,41.5,4,13,18,1,0
3,49.9,19,8,7,4,84.4,4,11,0,50,63.6,3,14,3,1,0
0,64.7,22,4,14,4,85.9,0,5,1,33.3,54.1,1,8,12,0,0
0,49,6,0,4,2,88,0,4,0,44.4,52.2,3,11,8,0,0
1,59.7,8,4,3,1,83.6,3,3,6,15.4,47.8,3,16,15,4,0
0,65.6,17,3,6,8,89.8,1,4,0,35.7,50,3,8,12,0,0
1,35.6,13,4,5,4,83.3,2,3,1,42.9,45.5,5,11,9,0,0
1,34,7,4,2,1,69.9,0,4,2,52.6,41.7,2,13,9,2,0
0,62.2,7,2,3,2,83.9,0,3,1,58.3,46.2,5,12,11,3,0
4,47.9,11,7,3,1,78,3,3,1,46.2,45.5,1,5,7,0,0
1,51.8,16,3,9,4,88.7,1,5,3,58.8,31.3,2,10,8,1,0
1,46.8,10,3,6,1,84,2,4,1,66.7,53.6,6,10,14,2,0
4,69.1,30,8,11,11,86.9,5,9,0,75,45.5,6,10,4,2,0
1,58.9,14,5,5,4,90.4,3,4,0,61.9,66.7,5,6,12,1,0
1,60.4,13,4,6,3,89,3,1,0,33.3,57.1,6,11,14,1,0
0,22.4,1,1,0,0,58.9,0,1,0,47.1,40.6,3,5,9,0,0
1,41.2,12,3,6,3,72.9,0,5,1,60.9,26.1,6,11,6,3,0
1,37,5,1,3,1,79.6,1,3,1,62.5,26.7,5,9,8,5,0
0,35.4,13,6,4,3,86.8,2,2,2,70.6,55.6,1,9,11,2,0
3,38.2,11,4,6,1,77.7,2,2,1,54.5,40.9,6,9,10,1,0
1,58.5,20,5,8,7,85.6,0,6,2,73.1,65,4,7,6,0,0
2,50.5,11,5,3,3,78.4,1,4,2,33.3,48,2,12,13,0,0
1,33.7,6,3,2,1,66.7,2,4,1,51.7,35,4,13,16,5,0
1,46.8,19,4,9,6,75.9,3,7,0,52.6,62.5,4,10,18,1,0
0,81.7,11,3,7,1,89,0,6,1,37.5,75,1,12,9,2,0
1,66.3,8,2,3,3,84.1,1,1,2,71.4,31.8,5,16,17,4,0
3,66.9,16,5,6,5,85.3,3,4,4,66.7,47.8,4,17,11,1,0
0,46.9,4,4,0,0,79,0,5,3,81.8,51.4,7,5,5,0,0
3,63.2,9,4,3,2,91,1,6,0,71.4,50,2,4,10,0,0
3,59.1,12,6,5,1,83.4,2,2,4,60,57.9,2,17,13,2,0
2,63.9,18,5,7,6,80.8,0,6,2,57.1,62.1,2,14,14,2,0
1,51.3,5,2,2,1,85.3,1,3,9,43.8,57.1,2,14,9,3,0
2,23.9,11,2,7,2,60.8,3,5,2,53.6,44.8,4,15,11,1,0
0,40.2,5,0,1,4,80.5,0,2,1,50,57.7,3,12,5,2,0
0,52,5,0,5,0,80.4,0,7,1,87.5,46.7,8,9,9,2,0
2,64.4,9,4,1,4,87.5,2,8,1,50,36.4,1,12,17,0,0
3,42.9,18,9,4,5,76.8,2,7,4,57.1,36,2,15,11,3,0
5,22.3,10,5,1,4,65.2,4,1,1,57.9,54.3,4,13,11,5,0
3,64.1,19,5,9,5,83.4,4,11,1,66.7,40,0,10,16,0,0
2,45.7,10,6,2,2,79.2,2,4,1,78.3,41.4,5,12,16,1,0
0,65.4,19,4,12,3,86.5,1,6,1,50,46.9,3,9,3,2,0
3,66,11,5,5,1,88.2,2,7,0,91.7,50,3,11,8,3,0
1,19.1,4,2,1,1,59.7,0,1,3,50,48,4,16,3,3,0
0,42.5,7,2,3,2,75.4,0,4,0,73.3,36.7,2,14,15,5,0
0,62,16,3,6,7,85.9,2,6,2,70,67.9,1,9,20,3,0
0,46.1,5,1,3,1,74.8,0,3,2,54.5,50,4,10,19,2,0
0,40.4,16,5,6,5,75.6,2,6,2,65,36.8,5,14,9,4,0
0,42.9,9,3,3,3,83.9,1,5,2,53.3,33.3,2,8,10,0,0
0,31.1,6,2,3,1,78,1,3,0,66.7,58.3,4,8,8,1,0
1,45.2,7,4,1,2,84.2,2,2,0,73.3,62.5,6,10,10,2,0
2,44.7,23,8,9,6,72.1,1,9,3,60,52.4,3,12,9,1,0
1,57.9,15,6,7,2,80.4,1,6,1,42.1,65.7,3,14,11,0,0
2,62.6,12,9,3,0,87,1,5,1,71.4,53.1,0,10,8,3,0
0,42.9,7,1,2,4,78.1,0,4,3,46.7,50,5,7,16,0,0
1,36.6,4,3,1,0,69.8,1,2,2,69.6,25,3,10,7,4,0
3,32.4,10,7,3,0,73.7,4,2,5,62.5,25.9,0,6,12,2,0
3,40.1,8,4,3,1,65.6,1,5,1,65.2,42.6,2,17,9,2,0
1,31.1,5,3,1,1,68.2,1,0,1,61.9,51.1,6,13,6,2,0
0,42.8,10,2,5,3,81.4,0,5,0,56.3,10,2,11,14,1,0
4,60.4,15,8,3,4,74.8,1,14,1,50,45,4,6,8,1,0
1,43.5,16,2,4,10,78.4,0,4,2,57.1,54.5,2,11,7,3,0
2,60.1,17,8,5,4,86.3,3,8,3,81.3,47.8,5,7,8,2,0
1,75.2,17,7,6,4,86.5,2,7,2,64.3,52.6,3,8,7,0,0
2,27.1,7,1,5,1,65.8,0,2,2,46.2,44.1,4,13,5,2,0
2,72.6,20,4,9,7,87.4,3,6,1,55,63.6,1,8,5,0,0
1,48.1,8,2,3,3,84.7,0,3,1,40,44.4,5,13,11,1,0
0,58.8,14,4,4,6,81.6,0,11,1,54.5,44.1,2,14,13,4,0
0,48.2,1,0,1,0,81.3,0,2,5,38.1,34.8,2,18,6,2,0
1,59.2,15,3,6,6,73,3,6,6,61.9,52.9,2,15,14,2,0
4,35.4,18,10,4,4,77.7,3,5,3,52.9,51.6,5,8,7,2,0
1,43,11,3,5,3,79.1,1,3,0,64.7,28.6,2,13,7,3,0
1,50.7,10,2,4,4,72.4,0,6,2,50,57.9,3,15,10,4,0
1,57.5,14,2,11,1,78.9,3,4,3,33.3,41.9,4,8,12,2,0
0,43.1,10,5,3,2,67.3,0,1,3,64.3,58.1,2,14,12,1,1
1,58.2,16,3,7,6,81.7,0,7,3,66.7,44.7,5,16,17,3,0
2,18.9,11,5,5,1,52.7,1,3,3,73.3,42.4,2,12,8,1,0
3,25.8,8,6,1,1,64.6,2,2,2,68.2,42.3,2,14,10,5,0
6,73.6,13,7,4,2,89.1,4,2,2,47.6,47.4,2,12,6,1,0
2,71.5,11,5,4,2,87,2,2,1,69.2,45.2,1,8,9,2,0
2,68.2,22,8,9,5,82.9,4,9,3,83.3,53.6,0,9,8,2,0
0,48,8,2,3,3,78.2,1,2,4,61.1,57.9,3,15,13,1,0
2,57.4,26,10,10,6,85.6,1,8,1,54.2,47.1,1,11,11,2,0
3,53.5,21,7,9,5,75.2,2,8,0,64.7,50,6,6,10,2,0
2,41.8,10,2,4,4,75.7,0,2,1,77.3,41.2,4,13,6,1,0
3,42.6,9,6,2,1,76.3,2,1,1,70.6,32.3,6,9,7,3,0
0,49.4,10,3,3,4,80.7,0,2,1,47.8,64.5,7,8,11,1,0
1,29.4,11,4,4,3,80.1,1,2,3,70,68.2,1,8,8,1,0
5,52,16,8,4,4,74.5,5,4,2,72.7,59,7,8,11,1,0
2,41,9,5,2,2,76.6,2,4,2,52.4,48.1,4,11,10,4,0
0,36.2,15,1,6,8,71.3,1,4,2,66.7,50,9,9,10,0,0
0,34.7,6,2,1,3,65.6,0,8,7,64.7,56,1,17,7,4,0
2,59,10,4,4,2,82.6,1,5,2,52.6,46.7,5,15,10,2,0
1,23.4,9,5,4,0,62.2,1,4,2,35.3,61.5,3,12,9,1,0
1,49.2,19,7,2,10,78.7,1,6,2,62.5,52.6,4,13,10,3,0
1,64.8,17,4,5,8,87.1,2,7,1,44.4,66.7,1,15,15,1,0
0,62.4,13,1,4,8,83.6,0,8,1,55.6,64,3,10,14,5,0
4,72.8,13,8,2,3,89.2,3,10,2,77.8,65,0,10,6,2,0
0,35.3,6,1,4,1,76.1,1,3,1,72.2,42.5,2,13,9,2,0
5,58,15,8,5,2,80.7,4,6,0,58.3,61.3,1,12,11,1,0
2,63.3,16,6,9,1,87.1,3,5,0,52.9,53.8,3,5,10,1,0
1,37.6,13,1,4,8,66.9,0,4,3,27.8,39.5,4,13,11,4,0
2,64.1,15,5,5,5,88.2,1,8,1,42.9,62.5,3,14,10,0,0
0,50.4,7,4,0,3,83.6,0,5,3,53.8,55.6,2,17,2,4,0
1,60.7,8,2,5,1,84.2,1,3,3,57.1,53.6,5,14,10,3,1
0,57,9,3,4,2,83.6,0,3,1,57.7,61.3,2,11,10,2,0
0,54.3,6,1,3,2,81.1,0,4,0,66.7,36.4,4,12,8,0,0
1,31.9,4,1,0,3,82.3,0,1,5,66.7,87.5,4,12,9,1,0
1,32.9,7,5,1,1,71.7,0,3,1,57.1,37.5,1,13,11,2,0
1,57.3,10,2,6,2,85.5,0,3,1,57.9,47.8,4,13,14,4,0
3,27.8,7,5,1,1,66.1,2,0,2,43.8,38.5,11,10,15,1,0
1,49,3,2,0,1,77.5,0,1,2,50,53.1,8,16,11,4,0
1,72.4,8,1,3,4,85.1,0,3,0,42.9,48.5,6,13,13,5,0
2,31,5,2,3,0,75.1,1,2,0,58.3,54.2,7,16,14,3,0
1,37.8,9,5,1,3,77.9,1,4,2,55.6,37.9,1,10,8,1,0
0,44.2,10,3,4,3,84,0,6,2,75,56.3,6,13,8,4,0
1,47.1,14,1,6,7,80.1,1,4,3,41.7,48.4,1,11,10,2,0
3,49.6,17,3,9,5,83.8,2,3,1,68.4,58.3,4,8,12,1,0
4,34.1,11,4,5,2,67.7,2,4,0,66.7,40.7,6,9,13,5,0
2,31.1,12,3,4,5,67.1,3,2,1,65,32.1,5,12,8,2,0
2,61.6,15,4,5,6,79.7,2,7,1,73.3,65.8,2,9,16,1,0
0,42.9,11,3,6,2,80.2,2,4,0,73.3,23.1,4,20,13,2,0
2,33.6,11,5,2,4,64.4,3,3,1,55,58.5,0,10,14,2,0
3,55.3,15,7,3,5,86.5,4,8,2,70,40.7,2,9,10,1,0
0,53.3,17,4,4,9,84.5,1,8,2,78.6,31.3,4,9,12,0,0
1,59.2,12,4,4,4,87,3,2,1,66.7,40,4,6,9,0,0
1,57.9,7,4,3,0,81.2,0,3,0,60,47.8,6,10,11,2,0
0,69.3,15,6,8,1,83.4,3,8,4,68.2,45.2,1,9,6,1,0
0,66.7,12,4,6,2,77.4,3,8,1,81.8,56.1,5,12,10,1,0
2,62,15,3,8,4,86.1,2,7,3,54.2,70.6,2,9,12,1,0
3,51.6,12,6,3,3,84.4,2,5,4,58.3,34.5,5,11,9,2,0
1,44.8,9,5,2,2,81.3,1,10,1,87.5,39.3,4,13,12,1,0
1,67.8,14,4,5,5,87.3,2,6,2,50,57.1,0,17,11,2,0
2,63.8,9,5,4,0,82.8,0,3,1,58.3,30.8,3,17,12,3,0
2,42.9,10,3,2,5,66.5,2,3,0,61.9,58.8,2,17,11,5,0
0,40.4,8,4,3,1,71,2,3,4,66.7,57.1,1,14,12,3,0
0,43.7,5,2,1,2,80.7,1,4,1,63.6,43.8,1,13,5,4,0
2,19.9,4,4,0,0,57.6,2,1,0,75,44.1,6,8,6,2,0
0,41.9,3,0,2,1,83.8,0,4,5,59.1,33.3,1,17,14,3,1
0,34.2,3,2,0,1,78.8,0,3,0,45.5,42.9,5,8,5,3,0
0,42.8,11,2,6,3,79.3,0,7,2,65.2,53.3,2,7,11,0,0
0,53.5,21,6,6,9,85.8,2,8,1,60,52.6,4,18,10,1,0
0,65.1,11,0,7,4,79,3,4,2,63.6,68.4,4,11,12,2,0
0,26.9,8,5,2,1,67.5,1,1,2,66.7,57.7,1,12,5,2,0
0,43.2,4,1,2,1,80.1,1,2,3,57.1,57.1,4,14,13,3,0
0,58.8,10,2,5,3,89.3,0,4,2,78.9,39.3,1,10,10,3,0
2,53.5,9,5,4,0,79.2,3,1,0,50,51.4,4,12,12,1,0
0,39.4,8,2,3,3,77.7,0,2,3,55.6,47.8,3,13,14,4,0
1,65.9,10,2,3,5,82.4,1,8,4,54.5,52.9,0,9,13,1,0
0,50.9,8,3,3,2,78.2,0,3,1,60,47.9,1,5,6,0,0
4,66,20,5,8,7,90.1,1,6,2,65.4,47.4,1,9,9,2,0
0,63.8,12,4,5,3,84.5,2,3,1,64.3,50,0,14,10,5,0
1,49.5,8,2,5,1,76.2,1,3,1,73.7,63.3,4,17,12,0,0
0,43.1,19,3,9,7,81.1,2,6,1,53.8,30.4,5,9,9,2,0
0,43,6,1,4,1,74.9,0,7,0,61.1,51.3,4,10,16,1,0
4,66.6,20,5,8,7,85.6,5,9,2,55.6,52,3,4,12,2,0
1,41.3,10,4,3,3,77.8,1,6,2,60,40,4,8,10,2,0
1,34.7,5,2,0,3,73.1,0,2,0,38.5,40.7,7,14,12,5,0
1,38.7,8,5,3,0,75.3,0,2,1,71,48,4,25,16,6,0
0,50,8,0,4,4,69,1,4,0,58.3,52.6,3,6,8,3,0
1,73,23,6,11,6,88,2,10,0,70,43.5,0,6,8,0,0
1,31.4,5,1,1,3,67.7,1,2,0,44.4,55.8,4,10,11,3,0
2,62.6,13,7,4,2,88.1,5,7,0,50,31.3,4,8,2,1,0
3,36.5,9,6,1,2,72.3,4,3,3,70.6,56,0,15,10,4,0
0,40.9,6,1,4,1,78.7,1,3,2,44.4,42.9,4,16,7,3,0
2,67,11,5,4,2,81.6,2,3,3,70,42.9,6,13,10,1,0
1,32.8,6,2,2,2,81.3,0,4,4,42.9,33.3,5,14,12,2,0
1,71.8,12,4,4,4,90.5,1,6,4,81,54.5,1,11,9,1,0
1,30.8,9,2,4,3,66.3,3,4,1,66.7,71.1,6,9,9,2,0
1,74.2,17,7,5,5,89.9,5,6,2,56.5,61.5,0,11,9,1,0
0,50,10,1,7,2,77,1,4,3,80,47.1,1,11,9,1,0
1,51.1,11,4,6,1,82.7,0,5,2,60,72.2,2,9,14,2,0
2,59.1,11,2,2,7,80.5,0,2,3,57.1,32.6,1,14,12,3,1
1,66.8,15,7,5,3,81.8,0,6,5,60,48.5,3,10,8,3,0
2,34.1,8,2,4,2,64.4,1,5,0,66.7,50,5,11,7,3,0
0,69.9,10,4,3,3,74.9,1,2,3,73.7,51.7,1,14,14,2,0
0,64.8,15,5,5,5,87.6,0,6,1,47.4,64,2,14,18,3,0
0,70.5,15,3,7,5,86.5,0,5,0,78.6,41.4,3,8,12,1,0
4,36.8,9,5,4,0,74.8,4,3,8,69.6,45.5,3,10,10,3,0
0,51.7,14,6,4,4,75.6,1,4,2,66.7,55.6,0,9,10,2,0
0,28.2,12,2,7,3,72.3,0,3,1,60,70.8,5,7,14,1,0
1,46.9,10,3,5,2,80.3,2,5,4,56.3,42.1,3,9,9,2,0
0,58.2,22,4,8,10,85.5,1,7,2,70,53.3,3,7,9,1,0
1,37.3,10,1,5,4,69,1,2,2,57.9,42.9,1,13,10,1,0
0,33.1,10,4,3,3,72.2,0,2,0,73.7,48,2,12,15,4,0
1,47.1,10,3,4,3,78.3,1,8,0,52.2,70,5,10,10,3,0
0,41.5,6,0,5,1,64.5,0,3,1,42.9,50,5,18,10,2,0
0,44.7,10,1,5,4,85.6,0,7,0,53.3,39.1,3,10,10,2,0
2,42.8,6,4,0,2,77.5,0,4,4,52.4,59.3,2,9,8,2,0
0,52.5,11,2,6,3,80.9,4,5,1,38.1,60,3,9,16,1,0
1,57.6,20,5,11,4,80,1,6,2,47.6,47.4,2,7,10,2,0
2,63.4,13,4,6,3,88.4,3,6,2,54.5,40,0,9,9,1,0
1,63.5,16,5,8,3,80.6,1,2,0,47.4,37.8,5,9,19,2,0
0,67.8,5,2,1,2,87.7,0,9,2,52.6,51.4,2,6,9,1,0
0,60.8,16,7,7,2,79.1,2,15,1,47.4,52.6,1,7,13,2,0
2,42.1,9,3,4,2,83,1,3,1,56.3,50,2,14,9,2,0
1,60.6,15,4,8,3,81.3,2,3,0,56.3,40.9,4,10,8,2,0
0,37.5,10,5,2,3,74.3,0,7,1,45.8,34,4,17,10,5,0
0,37.7,5,0,4,1,70,0,5,3,58.8,53.8,4,14,5,3,0
2,49.4,14,5,5,4,84.2,2,3,2,61.5,37.1,7,15,16,2,0
1,70.6,5,1,2,2,89.3,1,2,2,16.7,52.6,1,5,15,0,0
0,39.2,6,2,3,1,83.3,2,1,2,63.2,41.7,5,15,9,3,0
2,47.8,13,5,2,6,70.7,1,4,2,66.7,55.3,3,18,6,3,0
0,61.2,6,1,3,2,82.6,2,5,1,58.3,45.8,3,12,11,2,0
0,41.5,16,4,5,7,78,0,3,1,36.4,54.3,3,7,10,2,0
0,50.1,7,2,3,2,77.7,0,3,1,57.9,52.6,2,9,5,1,0
1,46.6,16,4,4,8,69.5,3,11,5,51.9,40.7,3,18,12,2,0
1,52.6,20,10,3,7,81.6,3,7,3,61.1,33.3,1,16,12,3,1
1,52.3,12,3,6,3,89.5,3,2,1,68.4,60,2,9,9,0,0
1,37.5,11,1,9,1,63.6,2,2,0,50,54.5,0,17,14,2,0
2,36.7,15,2,11,2,62.5,0,1,3,47.4,52.1,3,18,11,1,0
1,44.1,10,3,4,3,83.8,0,8,4,58.6,59.1,2,12,5,3,0
4,53.3,14,6,3,5,86.2,2,4,2,63.6,70.4,4,8,10,2,0
0,33.2,8,1,5,2,71.5,2,5,4,69.6,57.1,4,16,10,5,0
4,51.1,19,8,6,5,85.4,2,2,0,66.7,76.5,3,10,8,1,0
1,38.6,11,2,7,2,75.4,2,3,1,61.5,43.5,6,11,12,6,0
0,41.5,7,4,2,1,79.1,1,5,2,33.3,60,3,7,13,3,0
1,73,16,6,3,7,83.3,3,9,4,55.6,51.6,5,8,4,3,0
2,40.7,13,4,4,5,79.7,1,3,0,50,41.2,1,10,15,3,0
1,72.3,7,2,2,3,89.4,1,2,2,56.3,53.8,4,14,16,2,0
1,54.3,16,6,5,5,81.2,1,5,2,29.4,58.8,3,11,11,3,0
2,41.1,15,6,4,5,68.8,2,7,1,56.7,48,2,11,17,1,0
1,37.5,9,3,4,2,65.5,1,4,0,66.7,59.4,1,13,6,1,0
1,26.3,2,1,0,1,77.7,0,1,2,53.8,43.8,2,14,12,4,0
0,41,8,1,3,4,63.6,0,3,0,56.3,44.4,5,19,11,5,0
4,32.2,14,7,3,4,72.6,2,4,0,47.4,40,3,11,6,3,0
2,36.9,9,6,2,1,75,1,1,0,50,45.2,5,5,9,0,0
1,43,7,2,3,2,78.6,3,5,5,35.7,53.3,5,15,8,1,0
3,69,26,9,12,5,87.5,6,5,1,53.8,58.3,0,14,11,3,0
0,39.7,9,4,4,1,81.2,0,8,0,64.7,57.9,3,10,8,0,0
